"Index","PTBA.JK.Open","PTBA.JK.High","PTBA.JK.Low","PTBA.JK.Close","PTBA.JK.Volume","PTBA.JK.Adjusted"
"2025-05-19",2860,2910,2860,2900,34963000,2573.19750976562
"2025-05-20",2920,2930,2800,2820,36974900,2502.21264648438
"2025-05-21",2810,2850,2780,2790,42906300,2475.59350585938
"2025-05-22",2790,2830,2790,2820,19170600,2502.21264648438
"2025-05-23",2830,2840,2820,2840,7835700,2519.958984375
"2025-05-26",2860,2860,2810,2830,15733300,2511.0859375
"2025-05-27",2840,2880,2830,2850,22143500,2528.83203125
"2025-05-28",2870,2900,2860,2890,30732700,2564.32446289062
"2025-06-02",2900,2900,2840,2860,23519300,2537.705078125
"2025-06-03",2870,2880,2840,2860,13790600,2537.705078125
"2025-06-04",2860,2870,2840,2850,13894600,2528.83203125
"2025-06-05",2850,2890,2840,2870,24750100,2546.578125
"2025-06-10",2870,2960,2870,2960,52866600,2626.43603515625
"2025-06-11",2960,3030,2960,3010,79019800,2670.80151367188
"2025-06-12",3030,3070,2890,2980,122174600,2644.18237304688
"2025-06-13",2980,2990,2950,2970,48234700,2635.30908203125
"2025-06-16",2980,3030,2980,3010,55322700,2670.80151367188
"2025-06-17",3010,3030,3000,3030,36623700,2688.5478515625
"2025-06-18",3030,3050,3010,3020,42362000,2679.67456054688
"2025-06-19",3020,3030,2960,2990,54886200,2653.05541992188
"2025-06-20",2990,3000,2930,2950,86319100,2617.56298828125
"2025-06-23",2520,2590,2510,2510,89814500,2510
"2025-06-24",2530,2550,2420,2440,50087000,2440
"2025-06-25",2460,2470,2400,2420,24482300,2420
"2025-06-26",2420,2420,2380,2400,17939900,2400
"2025-06-30",2420,2470,2410,2460,24171400,2460
"2025-07-01",2470,2490,2440,2460,11130800,2460
"2025-07-02",2460,2480,2420,2440,10843500,2440
"2025-07-03",2440,2460,2410,2420,14752400,2420
"2025-07-04",2430,2440,2420,2430,8575200,2430
"2025-07-07",2440,2440,2420,2440,5802100,2440
"2025-07-08",2440,2440,2400,2400,15150600,2400
"2025-07-09",2410,2420,2380,2390,12099400,2390
"2025-07-10",2400,2440,2390,2430,9847900,2430
"2025-07-11",2450,2490,2440,2480,22480400,2480
"2025-07-14",2500,2510,2480,2490,15473600,2490
"2025-07-15",2490,2500,2450,2470,8920800,2470
"2025-07-16",2470,2490,2460,2460,8773000,2460
"2025-07-17",2470,2480,2440,2440,12575300,2440
"2025-07-18",2450,2460,2440,2450,9030100,2450
"2025-07-21",2460,2460,2410,2420,13727500,2420
"2025-07-22",2430,2450,2420,2420,16287900,2420
"2025-07-23",2430,2450,2420,2440,8733700,2440
"2025-07-24",2440,2490,2440,2470,10467000,2470
"2025-07-25",2470,2480,2450,2450,7215000,2450
"2025-07-28",2470,2470,2450,2460,5804000,2460
"2025-07-29",2460,2470,2450,2460,5767100,2460
"2025-07-30",2460,2470,2440,2450,7429700,2450
"2025-07-31",2450,2460,2410,2420,13453400,2420
"2025-08-01",2420,2430,2400,2420,8947200,2420
"2025-08-04",2420,2430,2400,2400,12680300,2400
"2025-08-05",2410,2420,2400,2400,10816200,2400
"2025-08-06",2410,2420,2400,2420,16496700,2420
"2025-08-07",2430,2430,2400,2400,7148800,2400
"2025-08-08",2410,2420,2390,2400,14962200,2400
"2025-08-11",2400,2420,2400,2410,8915300,2410
"2025-08-12",2420,2440,2410,2440,9569000,2440
"2025-08-13",2440,2470,2440,2450,11480600,2450
"2025-08-14",2450,2460,2420,2420,8775800,2420
"2025-08-15",2430,2440,2420,2420,4658600,2420
"2025-08-18",NA,NA,NA,NA,NA,NA
"2025-08-19",2420,2430,2400,2400,9605000,2400
"2025-08-20",2420,2430,2400,2430,10212100,2430
"2025-08-21",2430,2440,2410,2430,8972300,2430
